Issue ID,Description,State,Severity,Story Points,Project Path,Location Kind,Path,Line,Column,Incident ID,Help Link,Assembly Name,Assembly Version,Assembly Public Key,Snippet
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\VertexBPMN.Api\VertexBPMN.Api.csproj,File,src\VertexBPMN.Api\Security\SecurityConfiguration.cs,19,8,T:Microsoft.AspNetCore.Authentication.JwtBearer.JwtBearerDefaults,,,,,"services.AddAuthentication(JwtBearerDefaults.AuthenticationScheme)              .AddJwtBearer(options =>              {                  options.TokenValidationParameters = new TokenValidationParameters                  {                      ValidateIssuer = true,                      ValidateAudience = true,                      ValidateLifetime = true,                      ValidateIssuerSigningKey = true,                      ValidIssuer = configuration[""Jwt:Issuer""],                      ValidAudience = configuration[""Jwt:Audience""],                      IssuerSigningKey = new SymmetricSecurityKey(                          Encoding.UTF8.GetBytes(configuration[""Jwt:SecretKey""] ?? ""default-secret-key-for-development""))                  };              });"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\VertexBPMN.Api\VertexBPMN.Api.csproj,File,src\VertexBPMN.Api\Security\SecurityConfiguration.cs,19,8,F:Microsoft.AspNetCore.Authentication.JwtBearer.JwtBearerDefaults.AuthenticationScheme,,,,,"services.AddAuthentication(JwtBearerDefaults.AuthenticationScheme)              .AddJwtBearer(options =>              {                  options.TokenValidationParameters = new TokenValidationParameters                  {                      ValidateIssuer = true,                      ValidateAudience = true,                      ValidateLifetime = true,                      ValidateIssuerSigningKey = true,                      ValidIssuer = configuration[""Jwt:Issuer""],                      ValidAudience = configuration[""Jwt:Audience""],                      IssuerSigningKey = new SymmetricSecurityKey(                          Encoding.UTF8.GetBytes(configuration[""Jwt:SecretKey""] ?? ""default-secret-key-for-development""))                  };              });"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\VertexBPMN.Api\VertexBPMN.Api.csproj,File,src\VertexBPMN.Api\Security\SecurityConfiguration.cs,19,8,T:Microsoft.Extensions.DependencyInjection.JwtBearerExtensions,,,,,"services.AddAuthentication(JwtBearerDefaults.AuthenticationScheme)              .AddJwtBearer(options =>              {                  options.TokenValidationParameters = new TokenValidationParameters                  {                      ValidateIssuer = true,                      ValidateAudience = true,                      ValidateLifetime = true,                      ValidateIssuerSigningKey = true,                      ValidIssuer = configuration[""Jwt:Issuer""],                      ValidAudience = configuration[""Jwt:Audience""],                      IssuerSigningKey = new SymmetricSecurityKey(                          Encoding.UTF8.GetBytes(configuration[""Jwt:SecretKey""] ?? ""default-secret-key-for-development""))                  };              });"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\VertexBPMN.Api\VertexBPMN.Api.csproj,File,src\VertexBPMN.Api\Security\SecurityConfiguration.cs,19,8,"M:Microsoft.Extensions.DependencyInjection.JwtBearerExtensions.AddJwtBearer(Microsoft.AspNetCore.Authentication.AuthenticationBuilder,System.Action{Microsoft.AspNetCore.Authentication.JwtBearer.JwtBearerOptions})",,,,,"services.AddAuthentication(JwtBearerDefaults.AuthenticationScheme)              .AddJwtBearer(options =>              {                  options.TokenValidationParameters = new TokenValidationParameters                  {                      ValidateIssuer = true,                      ValidateAudience = true,                      ValidateLifetime = true,                      ValidateIssuerSigningKey = true,                      ValidIssuer = configuration[""Jwt:Issuer""],                      ValidAudience = configuration[""Jwt:Audience""],                      IssuerSigningKey = new SymmetricSecurityKey(                          Encoding.UTF8.GetBytes(configuration[""Jwt:SecretKey""] ?? ""default-secret-key-for-development""))                  };              });"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\VertexBPMN.Api\VertexBPMN.Api.csproj,File,src\VertexBPMN.Api\Services\ProductionRateLimitingService.cs,121,16,M:System.TimeSpan.FromMinutes(System.Int64),,,,,await Task.Delay(TimeSpan.FromMinutes(5));
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\VertexBPMN.Api\VertexBPMN.Api.csproj,File,src\VertexBPMN.Api\Services\ProductionRateLimitingService.cs,116,16,M:System.TimeSpan.FromMinutes(System.Int64),,,,,await Task.Delay(TimeSpan.FromMinutes(1));
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\VertexBPMN.Api\VertexBPMN.Api.csproj,File,src\VertexBPMN.Api\Services\ProductionRateLimitingService.cs,29,8,M:System.TimeSpan.FromMinutes(System.Int64),,,,,"return new Dictionary<string, RateLimitPolicy>          {              [""default""] = new RateLimitPolicy(100, TimeSpan.FromMinutes(1)),      // 100 requests per minute              [""authentication""] = new RateLimitPolicy(10, TimeSpan.FromMinutes(5)), // 10 auth attempts per 5 minutes              [""api_creation""] = new RateLimitPolicy(20, TimeSpan.FromMinutes(1)),   // 20 creations per minute              [""heavy_operations""] = new RateLimitPolicy(5, TimeSpan.FromMinutes(1)), // 5 heavy ops per minute              [""process_execution""] = new RateLimitPolicy(50, TimeSpan.FromMinutes(1)), // 50 executions per minute              [""monitoring""] = new RateLimitPolicy(200, TimeSpan.FromMinutes(1)),    // 200 monitoring calls per minute              [""premium""] = new RateLimitPolicy(500, TimeSpan.FromMinutes(1)),       // Premium users: 500 per minute              [""admin""] = new RateLimitPolicy(1000, TimeSpan.FromMinutes(1))         // Admin users: 1000 per minute          };"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\VertexBPMN.Api\VertexBPMN.Api.csproj,File,src\VertexBPMN.Api\Services\ProductionRateLimitingService.cs,29,8,M:System.TimeSpan.FromMinutes(System.Int64),,,,,"return new Dictionary<string, RateLimitPolicy>          {              [""default""] = new RateLimitPolicy(100, TimeSpan.FromMinutes(1)),      // 100 requests per minute              [""authentication""] = new RateLimitPolicy(10, TimeSpan.FromMinutes(5)), // 10 auth attempts per 5 minutes              [""api_creation""] = new RateLimitPolicy(20, TimeSpan.FromMinutes(1)),   // 20 creations per minute              [""heavy_operations""] = new RateLimitPolicy(5, TimeSpan.FromMinutes(1)), // 5 heavy ops per minute              [""process_execution""] = new RateLimitPolicy(50, TimeSpan.FromMinutes(1)), // 50 executions per minute              [""monitoring""] = new RateLimitPolicy(200, TimeSpan.FromMinutes(1)),    // 200 monitoring calls per minute              [""premium""] = new RateLimitPolicy(500, TimeSpan.FromMinutes(1)),       // Premium users: 500 per minute              [""admin""] = new RateLimitPolicy(1000, TimeSpan.FromMinutes(1))         // Admin users: 1000 per minute          };"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\VertexBPMN.Api\VertexBPMN.Api.csproj,File,src\VertexBPMN.Api\Services\ProductionRateLimitingService.cs,29,8,M:System.TimeSpan.FromMinutes(System.Int64),,,,,"return new Dictionary<string, RateLimitPolicy>          {              [""default""] = new RateLimitPolicy(100, TimeSpan.FromMinutes(1)),      // 100 requests per minute              [""authentication""] = new RateLimitPolicy(10, TimeSpan.FromMinutes(5)), // 10 auth attempts per 5 minutes              [""api_creation""] = new RateLimitPolicy(20, TimeSpan.FromMinutes(1)),   // 20 creations per minute              [""heavy_operations""] = new RateLimitPolicy(5, TimeSpan.FromMinutes(1)), // 5 heavy ops per minute              [""process_execution""] = new RateLimitPolicy(50, TimeSpan.FromMinutes(1)), // 50 executions per minute              [""monitoring""] = new RateLimitPolicy(200, TimeSpan.FromMinutes(1)),    // 200 monitoring calls per minute              [""premium""] = new RateLimitPolicy(500, TimeSpan.FromMinutes(1)),       // Premium users: 500 per minute              [""admin""] = new RateLimitPolicy(1000, TimeSpan.FromMinutes(1))         // Admin users: 1000 per minute          };"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\VertexBPMN.Api\VertexBPMN.Api.csproj,File,src\VertexBPMN.Api\Services\ProductionRateLimitingService.cs,29,8,M:System.TimeSpan.FromMinutes(System.Int64),,,,,"return new Dictionary<string, RateLimitPolicy>          {              [""default""] = new RateLimitPolicy(100, TimeSpan.FromMinutes(1)),      // 100 requests per minute              [""authentication""] = new RateLimitPolicy(10, TimeSpan.FromMinutes(5)), // 10 auth attempts per 5 minutes              [""api_creation""] = new RateLimitPolicy(20, TimeSpan.FromMinutes(1)),   // 20 creations per minute              [""heavy_operations""] = new RateLimitPolicy(5, TimeSpan.FromMinutes(1)), // 5 heavy ops per minute              [""process_execution""] = new RateLimitPolicy(50, TimeSpan.FromMinutes(1)), // 50 executions per minute              [""monitoring""] = new RateLimitPolicy(200, TimeSpan.FromMinutes(1)),    // 200 monitoring calls per minute              [""premium""] = new RateLimitPolicy(500, TimeSpan.FromMinutes(1)),       // Premium users: 500 per minute              [""admin""] = new RateLimitPolicy(1000, TimeSpan.FromMinutes(1))         // Admin users: 1000 per minute          };"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\VertexBPMN.Api\VertexBPMN.Api.csproj,File,src\VertexBPMN.Api\Services\ProductionRateLimitingService.cs,29,8,M:System.TimeSpan.FromMinutes(System.Int64),,,,,"return new Dictionary<string, RateLimitPolicy>          {              [""default""] = new RateLimitPolicy(100, TimeSpan.FromMinutes(1)),      // 100 requests per minute              [""authentication""] = new RateLimitPolicy(10, TimeSpan.FromMinutes(5)), // 10 auth attempts per 5 minutes              [""api_creation""] = new RateLimitPolicy(20, TimeSpan.FromMinutes(1)),   // 20 creations per minute              [""heavy_operations""] = new RateLimitPolicy(5, TimeSpan.FromMinutes(1)), // 5 heavy ops per minute              [""process_execution""] = new RateLimitPolicy(50, TimeSpan.FromMinutes(1)), // 50 executions per minute              [""monitoring""] = new RateLimitPolicy(200, TimeSpan.FromMinutes(1)),    // 200 monitoring calls per minute              [""premium""] = new RateLimitPolicy(500, TimeSpan.FromMinutes(1)),       // Premium users: 500 per minute              [""admin""] = new RateLimitPolicy(1000, TimeSpan.FromMinutes(1))         // Admin users: 1000 per minute          };"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\VertexBPMN.Api\VertexBPMN.Api.csproj,File,src\VertexBPMN.Api\Services\ProductionRateLimitingService.cs,29,8,M:System.TimeSpan.FromMinutes(System.Int64),,,,,"return new Dictionary<string, RateLimitPolicy>          {              [""default""] = new RateLimitPolicy(100, TimeSpan.FromMinutes(1)),      // 100 requests per minute              [""authentication""] = new RateLimitPolicy(10, TimeSpan.FromMinutes(5)), // 10 auth attempts per 5 minutes              [""api_creation""] = new RateLimitPolicy(20, TimeSpan.FromMinutes(1)),   // 20 creations per minute              [""heavy_operations""] = new RateLimitPolicy(5, TimeSpan.FromMinutes(1)), // 5 heavy ops per minute              [""process_execution""] = new RateLimitPolicy(50, TimeSpan.FromMinutes(1)), // 50 executions per minute              [""monitoring""] = new RateLimitPolicy(200, TimeSpan.FromMinutes(1)),    // 200 monitoring calls per minute              [""premium""] = new RateLimitPolicy(500, TimeSpan.FromMinutes(1)),       // Premium users: 500 per minute              [""admin""] = new RateLimitPolicy(1000, TimeSpan.FromMinutes(1))         // Admin users: 1000 per minute          };"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\VertexBPMN.Api\VertexBPMN.Api.csproj,File,src\VertexBPMN.Api\Services\ProductionRateLimitingService.cs,29,8,M:System.TimeSpan.FromMinutes(System.Int64),,,,,"return new Dictionary<string, RateLimitPolicy>          {              [""default""] = new RateLimitPolicy(100, TimeSpan.FromMinutes(1)),      // 100 requests per minute              [""authentication""] = new RateLimitPolicy(10, TimeSpan.FromMinutes(5)), // 10 auth attempts per 5 minutes              [""api_creation""] = new RateLimitPolicy(20, TimeSpan.FromMinutes(1)),   // 20 creations per minute              [""heavy_operations""] = new RateLimitPolicy(5, TimeSpan.FromMinutes(1)), // 5 heavy ops per minute              [""process_execution""] = new RateLimitPolicy(50, TimeSpan.FromMinutes(1)), // 50 executions per minute              [""monitoring""] = new RateLimitPolicy(200, TimeSpan.FromMinutes(1)),    // 200 monitoring calls per minute              [""premium""] = new RateLimitPolicy(500, TimeSpan.FromMinutes(1)),       // Premium users: 500 per minute              [""admin""] = new RateLimitPolicy(1000, TimeSpan.FromMinutes(1))         // Admin users: 1000 per minute          };"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\VertexBPMN.Api\VertexBPMN.Api.csproj,File,src\VertexBPMN.Api\Services\ProductionRateLimitingService.cs,29,8,M:System.TimeSpan.FromMinutes(System.Int64),,,,,"return new Dictionary<string, RateLimitPolicy>          {              [""default""] = new RateLimitPolicy(100, TimeSpan.FromMinutes(1)),      // 100 requests per minute              [""authentication""] = new RateLimitPolicy(10, TimeSpan.FromMinutes(5)), // 10 auth attempts per 5 minutes              [""api_creation""] = new RateLimitPolicy(20, TimeSpan.FromMinutes(1)),   // 20 creations per minute              [""heavy_operations""] = new RateLimitPolicy(5, TimeSpan.FromMinutes(1)), // 5 heavy ops per minute              [""process_execution""] = new RateLimitPolicy(50, TimeSpan.FromMinutes(1)), // 50 executions per minute              [""monitoring""] = new RateLimitPolicy(200, TimeSpan.FromMinutes(1)),    // 200 monitoring calls per minute              [""premium""] = new RateLimitPolicy(500, TimeSpan.FromMinutes(1)),       // Premium users: 500 per minute              [""admin""] = new RateLimitPolicy(1000, TimeSpan.FromMinutes(1))         // Admin users: 1000 per minute          };"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\VertexBPMN.Api\VertexBPMN.Api.csproj,File,src\VertexBPMN.Api\Services\ProductionResilienceService.cs,66,8,M:System.TimeSpan.FromSeconds(System.Int64),,,,,"var healthCheckPolicy = Policy              .Handle<Exception>()              .WaitAndRetryAsync(                  retryCount: 1,                  sleepDurationProvider: retryAttempt => TimeSpan.FromSeconds(1),                  onRetry: (outcome, delay, retryCount, context) =>                  {                      _logger.LogWarning(""Health check retry {RetryCount} after {Delay}s: {Exception}"",                          retryCount, delay.TotalSeconds, outcome.Message);                  });"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\VertexBPMN.Api\VertexBPMN.Api.csproj,File,src\VertexBPMN.Api\Services\ProductionResilienceService.cs,52,8,M:System.TimeSpan.FromSeconds(System.Int64),,,,,"var processPolicy = Policy              .Handle<Exception>()              .WaitAndRetryAsync(                  retryCount: 2,                  sleepDurationProvider: retryAttempt => TimeSpan.FromSeconds(retryAttempt * 2),                  onRetry: (outcome, delay, retryCount, context) =>                  {                      _logger.LogWarning(""Process execution retry {RetryCount} after {Delay}s: {Exception}"",                          retryCount, delay.TotalSeconds, outcome.Message);                  });"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\VertexBPMN.Api\VertexBPMN.Api.csproj,File,src\VertexBPMN.Api\Services\ProductionResilienceService.cs,38,8,M:System.TimeSpan.FromSeconds(System.Int64),,,,,"var apiPolicy = Policy              .Handle<HttpRequestException>()              .WaitAndRetryAsync(                  retryCount: 2,                  sleepDurationProvider: retryAttempt => TimeSpan.FromSeconds(retryAttempt),                  onRetry: (outcome, delay, retryCount, context) =>                  {                      _logger.LogWarning(""External API retry {RetryCount} after {Delay}s: {Exception}"",                          retryCount, delay.TotalSeconds, outcome.Message);                  });"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\VertexBPMN.Api\VertexBPMN.Api.csproj,File,src\VertexBPMN.Api\Services\ProductionResilienceService.cs,24,8,M:System.TimeSpan.FromSeconds(System.Double),,,,,"var dbPolicy = Policy              .Handle<Exception>()              .WaitAndRetryAsync(                  retryCount: 3,                  sleepDurationProvider: retryAttempt => TimeSpan.FromSeconds(Math.Pow(2, retryAttempt)),                  onRetry: (outcome, delay, retryCount, context) =>                  {                      _logger.LogWarning(""Database operation retry {RetryCount} after {Delay}s: {Exception}"",                          retryCount, delay.TotalSeconds, outcome.Message);                  });"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\VertexBPMN.Api\VertexBPMN.Api.csproj,File,src\VertexBPMN.Api\Services\ProductionHealthMonitoringService.cs,368,8,P:System.Environment.OSVersion,,,,,"return new SystemInfo          {              ApplicationVersion = assembly.GetName().Version?.ToString() ?? ""Unknown"",              RuntimeVersion = Environment.Version.ToString(),              OperatingSystem = Environment.OSVersion.ToString(),              MachineName = Environment.MachineName,              ProcessorCount = Environment.ProcessorCount,              StartTime = process.StartTime,              Uptime = DateTime.UtcNow - process.StartTime          };"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\VertexBPMN.Api\VertexBPMN.Api.csproj,File,src\VertexBPMN.Api\Services\ProductionHealthMonitoringService.cs,350,16,T:System.Diagnostics.PerformanceCounter,,,,,metrics.AvailableMemoryMB = _memoryCounter.NextValue();
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\VertexBPMN.Api\VertexBPMN.Api.csproj,File,src\VertexBPMN.Api\Services\ProductionHealthMonitoringService.cs,350,16,M:System.Diagnostics.PerformanceCounter.NextValue,,,,,metrics.AvailableMemoryMB = _memoryCounter.NextValue();
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\VertexBPMN.Api\VertexBPMN.Api.csproj,File,src\VertexBPMN.Api\Services\ProductionHealthMonitoringService.cs,346,8,T:System.Diagnostics.PerformanceCounter,,,,,"if (_memoryCounter != null)          {              try              {                  metrics.AvailableMemoryMB = _memoryCounter.NextValue();              }              catch (Exception ex)              {                  _logger.LogDebug(ex, ""Failed to get available memory"");              }          }"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\VertexBPMN.Api\VertexBPMN.Api.csproj,File,src\VertexBPMN.Api\Services\ProductionHealthMonitoringService.cs,337,16,T:System.Diagnostics.PerformanceCounter,,,,,metrics.CpuUsagePercent = _cpuCounter.NextValue();
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\VertexBPMN.Api\VertexBPMN.Api.csproj,File,src\VertexBPMN.Api\Services\ProductionHealthMonitoringService.cs,337,16,M:System.Diagnostics.PerformanceCounter.NextValue,,,,,metrics.CpuUsagePercent = _cpuCounter.NextValue();
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\VertexBPMN.Api\VertexBPMN.Api.csproj,File,src\VertexBPMN.Api\Services\ProductionHealthMonitoringService.cs,333,8,T:System.Diagnostics.PerformanceCounter,,,,,"if (_cpuCounter != null)          {              try              {                  metrics.CpuUsagePercent = _cpuCounter.NextValue();              }              catch (Exception ex)              {                  _logger.LogDebug(ex, ""Failed to get CPU usage"");              }          }"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\VertexBPMN.Api\VertexBPMN.Api.csproj,File,src\VertexBPMN.Api\Services\ProductionHealthMonitoringService.cs,30,16,T:System.Diagnostics.PerformanceCounter,,,,,"_memoryCounter = new PerformanceCounter(""Memory"", ""Available MBytes"");"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\VertexBPMN.Api\VertexBPMN.Api.csproj,File,src\VertexBPMN.Api\Services\ProductionHealthMonitoringService.cs,30,16,"M:System.Diagnostics.PerformanceCounter.#ctor(System.String,System.String)",,,,,"_memoryCounter = new PerformanceCounter(""Memory"", ""Available MBytes"");"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\VertexBPMN.Api\VertexBPMN.Api.csproj,File,src\VertexBPMN.Api\Services\ProductionHealthMonitoringService.cs,30,16,T:System.Diagnostics.PerformanceCounter,,,,,"_memoryCounter = new PerformanceCounter(""Memory"", ""Available MBytes"");"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\VertexBPMN.Api\VertexBPMN.Api.csproj,File,src\VertexBPMN.Api\Services\ProductionHealthMonitoringService.cs,29,16,T:System.Diagnostics.PerformanceCounter,,,,,"_cpuCounter = new PerformanceCounter(""Processor"", ""% Processor Time"", ""_Total"");"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\VertexBPMN.Api\VertexBPMN.Api.csproj,File,src\VertexBPMN.Api\Services\ProductionHealthMonitoringService.cs,29,16,"M:System.Diagnostics.PerformanceCounter.#ctor(System.String,System.String,System.String)",,,,,"_cpuCounter = new PerformanceCounter(""Processor"", ""% Processor Time"", ""_Total"");"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\VertexBPMN.Api\VertexBPMN.Api.csproj,File,src\VertexBPMN.Api\Services\ProductionHealthMonitoringService.cs,29,16,T:System.Diagnostics.PerformanceCounter,,,,,"_cpuCounter = new PerformanceCounter(""Processor"", ""% Processor Time"", ""_Total"");"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\VertexBPMN.Api\VertexBPMN.Api.csproj,File,src\VertexBPMN.Api\Services\ProductionHealthMonitoringService.cs,15,41,T:System.Diagnostics.PerformanceCounter,,,,,_memoryCounter
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\VertexBPMN.Api\VertexBPMN.Api.csproj,File,src\VertexBPMN.Api\Services\ProductionHealthMonitoringService.cs,14,41,T:System.Diagnostics.PerformanceCounter,,,,,_cpuCounter
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\VertexBPMN.Api\VertexBPMN.Api.csproj,File,src\VertexBPMN.Api\Services\ProductionHealthMonitoringService.cs,30,16,T:System.Diagnostics.PerformanceCounter,,,,,"_memoryCounter = new PerformanceCounter(""Memory"", ""Available MBytes"");"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\VertexBPMN.Api\VertexBPMN.Api.csproj,File,src\VertexBPMN.Api\Services\ProductionHealthMonitoringService.cs,30,16,"M:System.Diagnostics.PerformanceCounter.#ctor(System.String,System.String)",,,,,"_memoryCounter = new PerformanceCounter(""Memory"", ""Available MBytes"");"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\VertexBPMN.Api\VertexBPMN.Api.csproj,File,src\VertexBPMN.Api\Services\ProductionHealthMonitoringService.cs,30,16,T:System.Diagnostics.PerformanceCounter,,,,,"_memoryCounter = new PerformanceCounter(""Memory"", ""Available MBytes"");"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\VertexBPMN.Api\VertexBPMN.Api.csproj,File,src\VertexBPMN.Api\Services\ProductionHealthMonitoringService.cs,29,16,T:System.Diagnostics.PerformanceCounter,,,,,"_cpuCounter = new PerformanceCounter(""Processor"", ""% Processor Time"", ""_Total"");"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\VertexBPMN.Api\VertexBPMN.Api.csproj,File,src\VertexBPMN.Api\Services\ProductionHealthMonitoringService.cs,29,16,"M:System.Diagnostics.PerformanceCounter.#ctor(System.String,System.String,System.String)",,,,,"_cpuCounter = new PerformanceCounter(""Processor"", ""% Processor Time"", ""_Total"");"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\VertexBPMN.Api\VertexBPMN.Api.csproj,File,src\VertexBPMN.Api\Services\ProductionHealthMonitoringService.cs,29,16,T:System.Diagnostics.PerformanceCounter,,,,,"_cpuCounter = new PerformanceCounter(""Processor"", ""% Processor Time"", ""_Total"");"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\VertexBPMN.Api\VertexBPMN.Api.csproj,File,src\VertexBPMN.Api\Services\ProductionCachingService.cs,54,16,M:System.TimeSpan.FromMinutes(System.Int64),,,,,options.SlidingExpiration = TimeSpan.FromMinutes(30);
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\VertexBPMN.Api\VertexBPMN.Api.csproj,File,src\VertexBPMN.Api\Migration\LiveProcessMigrationService.cs,532,8,M:System.TimeSpan.FromMinutes(System.Int64),,,,,"return new RollbackPlan          {              Strategy = ""SnapshotRestore"",              EstimatedDuration = TimeSpan.FromMinutes(10),              Steps = new List<string> { ""Restore snapshots"", ""Revert definitions"", ""Validate state"" }          };"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\VertexBPMN.Api\VertexBPMN.Api.csproj,File,src\VertexBPMN.Api\Migration\LiveProcessMigrationService.cs,502,8,M:System.TimeSpan.FromMinutes(System.Double),,,,,return TimeSpan.FromMinutes(baseMinutes + instanceCount * 0.5);
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\VertexBPMN.Api\VertexBPMN.Api.csproj,File,src\VertexBPMN.Api\Migration\LiveProcessMigrationService.cs,79,8,M:System.TimeSpan.FromMinutes(System.Int64),,,,,"if (!await _migrationSemaphore.WaitAsync(TimeSpan.FromMinutes(5)))          {              throw new InvalidOperationException(""Migration service is currently at capacity. Please try again later."");          }"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,src\VertexBPMN.Api\VertexBPMN.Api.csproj,File,src\VertexBPMN.Api\Controllers\PerformanceController.cs,201,8,M:System.TimeSpan.FromMinutes(System.Double),,,,,"return await Task.FromResult(new          {              TotalProcesses = 150, // Would come from database              ActiveProcesses = 23,              CompletedToday = 45,              AverageExecutionTime = TimeSpan.FromMinutes(12.5),              ProcessThroughput = 3.2, // processes per minute              ErrorRate = 0.02 // 2%          });"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\VertexBPMN.Api\VertexBPMN.Api.csproj,File,src\VertexBPMN.Api\Program.cs,95,0,M:Microsoft.Extensions.Logging.ConsoleLoggerExtensions.AddConsole(Microsoft.Extensions.Logging.ILoggingBuilder),,,,,builder.Logging.AddConsole();
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,src\VertexBPMN.Api\VertexBPMN.Api.csproj,File,src\VertexBPMN.Api\Program.cs,24,0,"M:Microsoft.Extensions.DependencyInjection.OptionsConfigurationServiceCollectionExtensions.Configure``1(Microsoft.Extensions.DependencyInjection.IServiceCollection,Microsoft.Extensions.Configuration.IConfiguration)",,,,,"builder.Services.Configure<ModuleOptions>(builder.Configuration.GetSection(""Modules""));"
NuGet.0002,NuGet package upgrade is recommended,Active,Potential,1,src\VertexBPMN.Application\VertexBPMN.Application.csproj,File,src\VertexBPMN.Application\VertexBPMN.Application.csproj,,,Microsoft.Extensions.Hosting.Abstractions 9.0.9,,,,,"Microsoft.Extensions.Hosting.Abstractions, 9.0.9  Recommendation:  Remove Microsoft.Extensions.Hosting.Abstractions, and replace with new package Microsoft.Extensions.Hosting.Abstractions 10.0.2"
NuGet.0002,NuGet package upgrade is recommended,Active,Potential,1,src\VertexBPMN.Application\VertexBPMN.Application.csproj,File,src\VertexBPMN.Application\VertexBPMN.Application.csproj,,,Microsoft.Extensions.Http 9.0.9,,,,,"Microsoft.Extensions.Http, 9.0.9  Recommendation:  Remove Microsoft.Extensions.Http, and replace with new package Microsoft.Extensions.Http 10.0.2"
NuGet.0002,NuGet package upgrade is recommended,Active,Potential,1,src\VertexBPMN.Application\VertexBPMN.Application.csproj,File,src\VertexBPMN.Application\VertexBPMN.Application.csproj,,,Microsoft.Extensions.Logging 9.0.9,,,,,"Microsoft.Extensions.Logging, 9.0.9  Recommendation:  Remove Microsoft.Extensions.Logging, and replace with new package Microsoft.Extensions.Logging 10.0.2"
Project.0002,Project's target framework(s) needs to be changed,Active,Mandatory,1,src\VertexBPMN.Application\VertexBPMN.Application.csproj,File,src\VertexBPMN.Application\VertexBPMN.Application.csproj,,,,,,,,Current target framework: net9.0 Recommended target framework: net10.0
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\VertexBPMN.Application\VertexBPMN.Application.csproj,File,src\VertexBPMN.Application\Fakes\FakeSendGridClient.cs,31,8,T:System.Uri,,,,,"_logger.LogInformation(""Simulating API request to {UrlPath} with method {Method}."", request.RequestUri, request.Method);"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\VertexBPMN.Application\VertexBPMN.Application.csproj,File,src\VertexBPMN.Application\Messaging\RabbitMqMessageDispatcher.cs,16,12,T:System.Uri,,,,,var factory = new ConnectionFactory              {                  Uri = new Uri(rabbitMqConnectionString)              };
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\VertexBPMN.Application\VertexBPMN.Application.csproj,File,src\VertexBPMN.Application\Messaging\RabbitMqMessageDispatcher.cs,16,12,M:System.Uri.#ctor(System.String),,,,,var factory = new ConnectionFactory              {                  Uri = new Uri(rabbitMqConnectionString)              };
